date,atm_id,area,weather,major_event,twenty_dollar_bills_withdrawn,fifty_dollar_bills_withdrawn,hundred_dollar_bills_withdrawn
2023-07-13,LM-ATM-007,City Hall,clear,None,138,55,30
2023-07-13,LM-ATM-008,Chinatown,clear,None,111,48,32
2023-07-13,LM-ATM-009,Little Italy,clear,None,85,49,31
2023-07-13,LM-ATM-010,SoHo Broadway,clear,None,107,72,46
2023-07-13,LM-ATM-011,NoLiTa,clear,None,72,45,28
2023-07-13,LM-ATM-012,Canal Street,clear,None,114,51,36
2023-07-13,LM-ATM-013,World Trade Center,clear,None,174,69,32
2023-07-13,LM-ATM-014,Brookfield Place,clear,None,120,42,24
2023-07-13,LM-ATM-015,Bowling Green,clear,None,112,42,27
2023-07-13,LM-ATM-016,Staten Ferry Terminal,clear,None,108,70,43
2023-07-13,LM-ATM-017,Essex Market,clear,None,82,39,24
2023-07-13,LM-ATM-018,Houston Street,clear,None,91,51,32
2023-07-13,LM-ATM-019,Delancey Street,clear,None,86,40,29
2023-07-13,LM-ATM-020,Pier 17,clear,None,77,61,42
2023-07-14,LM-ATM-001,Battery Park,humid,None,85,50,31
2023-07-14,LM-ATM-002,Wall Street,humid,None,174,45,20
2023-07-14,LM-ATM-003,Broad Street,humid,None,115,27,15
2023-07-14,LM-ATM-004,Fulton Center,humid,None,99,46,23
2023-07-14,LM-ATM-005,South Street Seaport,humid,None,94,53,39
2023-07-14,LM-ATM-006,Tribeca,humid,None,94,38,21
2023-07-14,LM-ATM-007,City Hall,humid,None,98,40,26
2023-07-14,LM-ATM-008,Chinatown,humid,None,83,43,26
2023-07-14,LM-ATM-009,Little Italy,humid,None,78,43,28
2023-07-14,LM-ATM-010,SoHo Broadway,humid,None,81,63,40
2023-07-14,LM-ATM-011,NoLiTa,humid,None,87,52,31
2023-07-14,LM-ATM-012,Canal Street,humid,None,92,47,29
2023-07-14,LM-ATM-013,World Trade Center,humid,None,135,44,30
2023-07-14,LM-ATM-014,Brookfield Place,humid,None,97,41,21
2023-07-14,LM-ATM-015,Bowling Green,humid,None,80,34,16
2023-07-14,LM-ATM-016,Staten Ferry Terminal,humid,None,87,53,35
2023-07-14,LM-ATM-017,Essex Market,humid,None,86,40,25
2023-07-14,LM-ATM-018,Houston Street,humid,None,67,36,25
2023-07-14,LM-ATM-019,Delancey Street,humid,None,73,39,19
2023-07-14,LM-ATM-020,Pier 17,humid,None,74,57,37
2023-07-15,LM-ATM-001,Battery Park,cloudy,None,96,65,42
2023-07-15,LM-ATM-002,Wall Street,cloudy,None,108,38,13
2023-07-15,LM-ATM-003,Broad Street,cloudy,None,104,39,12
2023-07-15,LM-ATM-004,Fulton Center,cloudy,None,107,48,28
2023-07-15,LM-ATM-005,South Street Seaport,cloudy,None,67,53,34
2023-07-15,LM-ATM-006,Tribeca,cloudy,None,103,43,21
2023-07-15,LM-ATM-007,City Hall,cloudy,None,85,37,18
2023-07-15,LM-ATM-008,Chinatown,cloudy,None,78,44,24
2023-07-15,LM-ATM-009,Little Italy,cloudy,None,80,56,35
2023-07-15,LM-ATM-010,SoHo Broadway,cloudy,None,82,73,45
2023-07-15,LM-ATM-011,NoLiTa,cloudy,None,68,49,26
2023-07-15,LM-ATM-012,Canal Street,cloudy,None,109,64,34
2023-07-15,LM-ATM-013,World Trade Center,cloudy,None,107,47,25
2023-07-15,LM-ATM-014,Brookfield Place,cloudy,None,102,43,26
2023-07-15,LM-ATM-015,Bowling Green,cloudy,None,92,48,21
2023-07-15,LM-ATM-016,Staten Ferry Terminal,cloudy,None,76,57,36
2023-07-15,LM-ATM-017,Essex Market,cloudy,None,90,50,28
2023-07-15,LM-ATM-018,Houston Street,cloudy,None,66,45,27
2023-07-15,LM-ATM-019,Delancey Street,cloudy,None,79,56,29
2023-07-15,LM-ATM-020,Pier 17,cloudy,None,87,74,47
2023-07-16,LM-ATM-001,Battery Park,rain,None,61,45,24
2023-07-16,LM-ATM-002,Wall Street,rain,None,92,30,12
2023-07-16,LM-ATM-003,Broad Street,rain,None,89,29,16
2023-07-16,LM-ATM-004,Fulton Center,rain,None,88,46,25
2023-07-16,LM-ATM-005,South Street Seaport,rain,None,72,51,31
2023-07-16,LM-ATM-006,Tribeca,rain,None,69,33,17
2023-07-16,LM-ATM-007,City Hall,rain,None,65,27,14
2023-07-16,LM-ATM-008,Chinatown,rain,None,78,57,28
2023-07-16,LM-ATM-009,Little Italy,rain,None,71,55,33
2023-07-16,LM-ATM-010,SoHo Broadway,rain,None,62,56,35
2023-07-16,LM-ATM-011,NoLiTa,rain,None,52,35,21
2023-07-16,LM-ATM-012,Canal Street,rain,None,88,52,31
2023-07-16,LM-ATM-013,World Trade Center,rain,None,93,40,22
2023-07-16,LM-ATM-014,Brookfield Place,rain,None,74,29,17
2023-07-16,LM-ATM-015,Bowling Green,rain,None,66,33,19
2023-07-16,LM-ATM-016,Staten Ferry Terminal,rain,None,72,58,36
2023-07-16,LM-ATM-017,Essex Market,rain,None,53,32,17
2023-07-16,LM-ATM-018,Houston Street,rain,None,80,47,28
2023-07-16,LM-ATM-019,Delancey Street,rain,None,57,38,22
2023-07-16,LM-ATM-020,Pier 17,rain,None,56,51,31
2023-07-17,LM-ATM-001,Battery Park,clear,None,77,48,26
2023-07-17,LM-ATM-002,Wall Street,clear,None,165,41,20
2023-07-17,LM-ATM-003,Broad Street,clear,None,144,32,18
2023-07-17,LM-ATM-004,Fulton Center,clear,None,133,62,32
2023-07-17,LM-ATM-005,South Street Seaport,clear,None,113,70,49
2023-07-17,LM-ATM-006,Tribeca,clear,None,89,28,18
2023-07-17,LM-ATM-007,City Hall,clear,None,89,33,16
2023-07-17,LM-ATM-008,Chinatown,clear,None,85,42,21
2023-07-17,LM-ATM-009,Little Italy,clear,None,77,49,29
2023-07-17,LM-ATM-010,SoHo Broadway,clear,None,95,61,46
2023-07-17,LM-ATM-011,NoLiTa,clear,None,84,54,33
2023-07-17,LM-ATM-012,Canal Street,clear,None,91,46,28
2023-07-17,LM-ATM-013,World Trade Center,clear,None,124,45,25
2023-07-17,LM-ATM-014,Brookfield Place,clear,None,166,51,29
2023-07-17,LM-ATM-015,Bowling Green,clear,None,93,33,22
2023-07-17,LM-ATM-016,Staten Ferry Terminal,clear,None,89,66,35
2023-07-17,LM-ATM-017,Essex Market,clear,None,86,44,21
2023-07-17,LM-ATM-018,Houston Street,clear,None,94,48,29
2023-07-17,LM-ATM-019,Delancey Street,clear,None,81,39,23
2023-07-17,LM-ATM-020,Pier 17,clear,None,73,54,33
2023-07-18,LM-ATM-001,Battery Park,rain,None,50,32,18
2023-07-18,LM-ATM-002,Wall Street,rain,None,116,19,13
2023-07-18,LM-ATM-003,Broad Street,rain,None,115,28,15
2023-07-18,LM-ATM-004,Fulton Center,rain,None,101,47,28
2023-07-18,LM-ATM-005,South Street Seaport,rain,None,71,41,30
2023-07-18,LM-ATM-006,Tribeca,rain,None,75,25,13
2023-07-18,LM-ATM-007,City Hall,rain,None,75,31,16
2023-07-18,LM-ATM-008,Chinatown,rain,None,80,41,22
2023-07-18,LM-ATM-009,Little Italy,rain,None,66,37,23
2023-07-18,LM-ATM-010,SoHo Broadway,rain,None,74,54,34
2023-07-18,LM-ATM-011,NoLiTa,rain,None,60,41,26
2023-07-18,LM-ATM-012,Canal Street,rain,None,82,51,25
2023-07-18,LM-ATM-013,World Trade Center,rain,None,104,32,17
2023-07-18,LM-ATM-014,Brookfield Place,rain,None,94,29,22
2023-07-18,LM-ATM-015,Bowling Green,rain,None,83,40,17
2023-07-18,LM-ATM-016,Staten Ferry Terminal,rain,None,62,40,25
2023-07-18,LM-ATM-017,Essex Market,rain,None,91,42,23
2023-07-18,LM-ATM-018,Houston Street,rain,None,59,34,19
2023-07-18,LM-ATM-019,Delancey Street,rain,None,72,36,22
2023-07-18,LM-ATM-020,Pier 17,rain,None,76,58,37
2023-07-19,LM-ATM-001,Battery Park,clear,None,82,49,27
2023-07-19,LM-ATM-002,Wall Street,clear,None,160,41,18
2023-07-19,LM-ATM-003,Broad Street,clear,None,131,35,18
2023-07-19,LM-ATM-004,Fulton Center,clear,None,132,57,34
2023-07-19,LM-ATM-005,South Street Seaport,clear,None,94,62,40
2023-07-19,LM-ATM-006,Tribeca,clear,None,99,36,20
2023-07-19,LM-ATM-007,City Hall,clear,None,127,47,26
2023-07-19,LM-ATM-008,Chinatown,clear,None,96,39,33
2023-07-19,LM-ATM-009,Little Italy,clear,None,81,51,31
2023-07-19,LM-ATM-010,SoHo Broadway,clear,None,103,76,46
2023-07-19,LM-ATM-011,NoLiTa,clear,None,57,39,25
2023-07-19,LM-ATM-012,Canal Street,clear,None,106,56,30
2023-07-19,LM-ATM-013,World Trade Center,clear,None,153,60,29
2023-07-19,LM-ATM-014,Brookfield Place,clear,None,138,50,26
2023-07-19,LM-ATM-015,Bowling Green,clear,None,96,39,25
2023-07-19,LM-ATM-016,Staten Ferry Terminal,clear,None,84,52,33
2023-07-19,LM-ATM-017,Essex Market,clear,None,91,50,26
2023-07-19,LM-ATM-018,Houston Street,clear,None,91,47,31
2023-07-19,LM-ATM-019,Delancey Street,clear,None,100,52,28
2023-07-19,LM-ATM-020,Pier 17,clear,None,72,54,39
2023-07-20,LM-ATM-001,Battery Park,clear,None,87,52,31
2023-07-20,LM-ATM-002,Wall Street,clear,None,139,29,18
2023-07-20,LM-ATM-003,Broad Street,clear,None,133,36,15
2023-07-20,LM-ATM-004,Fulton Center,clear,None,148,53,30
2023-07-20,LM-ATM-005,South Street Seaport,clear,None,82,58,34
2023-07-20,LM-ATM-006,Tribeca,clear,None,86,39,18
2023-07-20,LM-ATM-007,City Hall,clear,None,107,38,22
2023-07-20,LM-ATM-008,Chinatown,clear,None,97,46,26
2023-07-20,LM-ATM-009,Little Italy,clear,None,89,53,33
2023-07-20,LM-ATM-010,SoHo Broadway,clear,None,99,67,51
2023-07-20,LM-ATM-011,NoLiTa,clear,None,74,50,29
2023-07-20,LM-ATM-012,Canal Street,clear,None,105,63,33
2023-07-20,LM-ATM-013,World Trade Center,clear,None,156,56,29
2023-07-20,LM-ATM-014,Brookfield Place,clear,None,157,57,32
2023-07-20,LM-ATM-015,Bowling Green,clear,None,114,48,27
2023-07-20,LM-ATM-016,Staten Ferry Terminal,clear,None,68,44,27
2023-07-20,LM-ATM-017,Essex Market,clear,None,75,39,21
2023-07-20,LM-ATM-018,Houston Street,clear,None,82,43,28
2023-07-20,LM-ATM-019,Delancey Street,clear,None,104,57,34
2023-07-20,LM-ATM-020,Pier 17,clear,None,87,68,42
2023-07-21,LM-ATM-001,Battery Park,humid,None,70,41,23
2023-07-21,LM-ATM-002,Wall Street,humid,None,156,37,20
2023-07-21,LM-ATM-003,Broad Street,humid,None,128,44,19
2023-07-21,LM-ATM-004,Fulton Center,humid,None,119,49,31
2023-07-21,LM-ATM-005,South Street Seaport,humid,None,84,48,31
2023-07-21,LM-ATM-006,Tribeca,humid,None,96,38,16
2023-07-21,LM-ATM-007,City Hall,humid,None,106,41,24
2023-07-21,LM-ATM-008,Chinatown,humid,None,95,46,24
2023-07-21,LM-ATM-009,Little Italy,humid,None,75,40,25
2023-07-21,LM-ATM-010,SoHo Broadway,humid,None,90,62,39
2023-07-21,LM-ATM-011,NoLiTa,humid,None,50,38,20
2023-07-21,LM-ATM-012,Canal Street,humid,None,98,47,29
2023-07-21,LM-ATM-013,World Trade Center,humid,None,147,50,34
2023-07-21,LM-ATM-014,Brookfield Place,humid,None,101,33,16
2023-07-21,LM-ATM-015,Bowling Green,humid,None,97,46,25
2023-07-21,LM-ATM-016,Staten Ferry Terminal,humid,None,89,52,37
2023-07-21,LM-ATM-017,Essex Market,humid,None,91,48,26
2023-07-21,LM-ATM-018,Houston Street,humid,None,60,31,17
2023-07-21,LM-ATM-019,Delancey Street,humid,None,70,38,23
2023-07-21,LM-ATM-020,Pier 17,humid,None,85,60,41
2023-07-22,LM-ATM-001,Battery Park,rain,None,76,52,31
2023-07-22,LM-ATM-002,Wall Street,rain,None,86,27,13
2023-07-22,LM-ATM-003,Broad Street,rain,None,90,33,11
2023-07-22,LM-ATM-004,Fulton Center,rain,None,83,38,23
2023-07-22,LM-ATM-005,South Street Seaport,rain,None,69,66,36
2023-07-22,LM-ATM-006,Tribeca,rain,None,59,28,13
2023-07-22,LM-ATM-007,City Hall,rain,None,69,31,17
2023-07-22,LM-ATM-008,Chinatown,rain,None,76,51,25
2023-07-22,LM-ATM-009,Little Italy,rain,None,58,40,24
2023-07-22,LM-ATM-010,SoHo Broadway,rain,None,62,50,36
2023-07-22,LM-ATM-011,NoLiTa,rain,None,60,49,23
2023-07-22,LM-ATM-012,Canal Street,rain,None,84,51,28
2023-07-22,LM-ATM-013,World Trade Center,rain,None,88,38,21
2023-07-22,LM-ATM-014,Brookfield Place,rain,None,94,39,21
2023-07-22,LM-ATM-015,Bowling Green,rain,None,74,39,19
2023-07-22,LM-ATM-016,Staten Ferry Terminal,rain,None,60,55,27
2023-07-22,LM-ATM-017,Essex Market,rain,None,56,37,18
2023-07-22,LM-ATM-018,Houston Street,rain,None,64,43,24
2023-07-22,LM-ATM-019,Delancey Street,rain,None,55,31,18
2023-07-22,LM-ATM-020,Pier 17,rain,None,62,56,35
2023-07-23,LM-ATM-001,Battery Park,cloudy,None,55,38,21
2023-07-23,LM-ATM-002,Wall Street,cloudy,None,124,40,16
2023-07-23,LM-ATM-003,Broad Street,cloudy,None,95,34,14
2023-07-23,LM-ATM-004,Fulton Center,cloudy,None,120,54,37
2023-07-23,LM-ATM-005,South Street Seaport,cloudy,None,67,53,29
2023-07-23,LM-ATM-006,Tribeca,cloudy,None,96,43,19
2023-07-23,LM-ATM-007,City Hall,cloudy,None,79,35,19
2023-07-23,LM-ATM-008,Chinatown,cloudy,None,102,54,31
2023-07-23,LM-ATM-009,Little Italy,cloudy,None,86,66,39
2023-07-23,LM-ATM-010,SoHo Broadway,cloudy,None,81,79,46
2023-07-23,LM-ATM-011,NoLiTa,cloudy,None,70,49,29
2023-07-23,LM-ATM-012,Canal Street,cloudy,None,73,47,22
2023-07-23,LM-ATM-013,World Trade Center,cloudy,None,104,40,21
2023-07-23,LM-ATM-014,Brookfield Place,cloudy,None,102,43,25
2023-07-23,LM-ATM-015,Bowling Green,cloudy,None,79,42,24
2023-07-23,LM-ATM-016,Staten Ferry Terminal,cloudy,None,77,54,38
2023-07-23,LM-ATM-017,Essex Market,cloudy,None,97,58,32
2023-07-23,LM-ATM-018,Houston Street,cloudy,None,75,50,27
2023-07-23,LM-ATM-019,Delancey Street,cloudy,None,70,43,25
2023-07-23,LM-ATM-020,Pier 17,cloudy,None,86,71,48
2023-07-24,LM-ATM-001,Battery Park,clear,None,71,42,26
2023-07-24,LM-ATM-002,Wall Street,clear,None,161,41,18
2023-07-24,LM-ATM-003,Broad Street,clear,None,127,30,14
2023-07-24,LM-ATM-004,Fulton Center,clear,None,134,50,29
2023-07-24,LM-ATM-005,South Street Seaport,clear,None,83,55,37
2023-07-24,LM-ATM-006,Tribeca,clear,None,88,34,18
2023-07-24,LM-ATM-007,City Hall,clear,None,114,48,21
2023-07-24,LM-ATM-008,Chinatown,clear,None,79,43,23
2023-07-24,LM-ATM-009,Little Italy,clear,None,90,60,34
2023-07-24,LM-ATM-010,SoHo Broadway,clear,None,102,73,44
2023-07-24,LM-ATM-011,NoLiTa,clear,None,79,49,28
2023-07-24,LM-ATM-012,Canal Street,clear,None,101,48,26
2023-07-24,LM-ATM-013,World Trade Center,clear,None,131,47,26
2023-07-24,LM-ATM-014,Brookfield Place,clear,None,128,47,30
2023-07-24,LM-ATM-015,Bowling Green,clear,None,111,42,25
2023-07-24,LM-ATM-016,Staten Ferry Terminal,clear,None,84,61,32
2023-07-24,LM-ATM-017,Essex Market,clear,None,76,41,20
2023-07-24,LM-ATM-018,Houston Street,clear,None,61,39,24
2023-07-24,LM-ATM-019,Delancey Street,clear,None,81,55,23
2023-07-24,LM-ATM-020,Pier 17,clear,None,87,70,46
2023-07-25,LM-ATM-001,Battery Park,cloudy,None,71,53,29
2023-07-25,LM-ATM-002,Wall Street,cloudy,None,172,39,17
2023-07-25,LM-ATM-003,Broad Street,cloudy,None,154,41,22
2023-07-25,LM-ATM-004,Fulton Center,cloudy,None,121,45,27
2023-07-25,LM-ATM-005,South Street Seaport,cloudy,None,72,58,31
2023-07-25,LM-ATM-006,Tribeca,cloudy,None,84,42,18
2023-07-25,LM-ATM-007,City Hall,cloudy,None,79,37,17
2023-07-25,LM-ATM-008,Chinatown,cloudy,None,92,43,31
2023-07-25,LM-ATM-009,Little Italy,cloudy,None,69,45,27
2023-07-25,LM-ATM-010,SoHo Broadway,cloudy,None,98,58,40
2023-07-25,LM-ATM-011,NoLiTa,cloudy,None,66,42,27
2023-07-25,LM-ATM-012,Canal Street,cloudy,None,102,53,31
2023-07-25,LM-ATM-013,World Trade Center,cloudy,None,130,48,30
2023-07-25,LM-ATM-014,Brookfield Place,cloudy,None,122,48,23
2023-07-25,LM-ATM-015,Bowling Green,cloudy,None,97,37,24
2023-07-25,LM-ATM-016,Staten Ferry Terminal,cloudy,None,92,61,38
2023-07-25,LM-ATM-017,Essex Market,cloudy,None,85,37,21
2023-07-25,LM-ATM-018,Houston Street,cloudy,None,73,40,26
2023-07-25,LM-ATM-019,Delancey Street,cloudy,None,75,39,25
2023-07-25,LM-ATM-020,Pier 17,cloudy,None,66,43,28
2023-07-26,LM-ATM-001,Battery Park,clear,None,96,54,32
2023-07-26,LM-ATM-002,Wall Street,clear,None,152,37,20
2023-07-26,LM-ATM-003,Broad Street,clear,None,129,33,16
2023-07-26,LM-ATM-004,Fulton Center,clear,None,107,48,24
2023-07-26,LM-ATM-005,South Street Seaport,clear,None,92,58,39
2023-07-26,LM-ATM-006,Tribeca,clear,None,91,33,17
2023-07-26,LM-ATM-007,City Hall,clear,None,99,37,22
2023-07-26,LM-ATM-008,Chinatown,clear,None,107,62,33
2023-07-26,LM-ATM-009,Little Italy,clear,None,70,47,28
2023-07-26,LM-ATM-010,SoHo Broadway,clear,None,82,52,35
2023-07-26,LM-ATM-011,NoLiTa,clear,None,78,49,28
2023-07-26,LM-ATM-012,Canal Street,clear,None,97,51,32
2023-07-26,LM-ATM-013,World Trade Center,clear,None,142,49,32
2023-07-26,LM-ATM-014,Brookfield Place,clear,None,157,44,32
2023-07-26,LM-ATM-015,Bowling Green,clear,None,93,37,20
2023-07-26,LM-ATM-016,Staten Ferry Terminal,clear,None,81,44,29
2023-07-26,LM-ATM-017,Essex Market,clear,None,71,37,22
2023-07-26,LM-ATM-018,Houston Street,clear,None,81,42,29
2023-07-26,LM-ATM-019,Delancey Street,clear,None,71,42,21
2023-07-26,LM-ATM-020,Pier 17,clear,None,78,58,36
2023-07-27,LM-ATM-001,Battery Park,rain,None,53,29,20
2023-07-27,LM-ATM-002,Wall Street,rain,None,125,36,13
2023-07-27,LM-ATM-003,Broad Street,rain,None,129,33,17
2023-07-27,LM-ATM-004,Fulton Center,rain,None,105,47,25
2023-07-27,LM-ATM-005,South Street Seaport,rain,None,71,51,29
2023-07-27,LM-ATM-006,Tribeca,rain,None,76,29,15
2023-07-27,LM-ATM-007,City Hall,rain,None,80,32,16
2023-07-27,LM-ATM-008,Chinatown,rain,None,71,36,21
2023-07-27,LM-ATM-009,Little Italy,rain,None,66,41,26
2023-07-27,LM-ATM-010,SoHo Broadway,rain,None,74,47,32
2023-07-27,LM-ATM-011,NoLiTa,rain,None,80,48,29
2023-07-27,LM-ATM-012,Canal Street,rain,None,63,33,20
2023-07-27,LM-ATM-013,World Trade Center,rain,None,149,50,33
2023-07-27,LM-ATM-014,Brookfield Place,rain,None,115,41,23
2023-07-27,LM-ATM-015,Bowling Green,rain,None,108,36,23
2023-07-27,LM-ATM-016,Staten Ferry Terminal,rain,None,69,46,28
2023-07-27,LM-ATM-017,Essex Market,rain,None,66,38,21
2023-07-27,LM-ATM-018,Houston Street,rain,None,81,40,25
2023-07-27,LM-ATM-019,Delancey Street,rain,None,70,35,21
2023-07-27,LM-ATM-020,Pier 17,rain,None,62,49,30
2023-07-28,LM-ATM-001,Battery Park,humid,None,81,47,29
2023-07-28,LM-ATM-002,Wall Street,humid,None,147,43,16
2023-07-28,LM-ATM-003,Broad Street,humid,None,130,30,17
2023-07-28,LM-ATM-004,Fulton Center,humid,None,103,37,25
2023-07-28,LM-ATM-005,South Street Seaport,humid,None,93,62,45
2023-07-28,LM-ATM-006,Tribeca,humid,None,97,40,18
2023-07-28,LM-ATM-007,City Hall,humid,None,91,34,20
2023-07-28,LM-ATM-008,Chinatown,humid,None,104,47,26
2023-07-28,LM-ATM-009,Little Italy,humid,None,78,48,33
2023-07-28,LM-ATM-010,SoHo Broadway,humid,None,90,60,39
2023-07-28,LM-ATM-011,NoLiTa,humid,None,53,32,18
2023-07-28,LM-ATM-012,Canal Street,humid,None,83,42,30
2023-07-28,LM-ATM-013,World Trade Center,humid,None,148,46,32
2023-07-28,LM-ATM-014,Brookfield Place,humid,None,127,44,22
2023-07-28,LM-ATM-015,Bowling Green,humid,None,87,44,25
2023-07-28,LM-ATM-016,Staten Ferry Terminal,humid,None,75,48,28
2023-07-28,LM-ATM-017,Essex Market,humid,None,95,47,30
2023-07-28,LM-ATM-018,Houston Street,humid,None,84,45,27
2023-07-28,LM-ATM-019,Delancey Street,humid,None,77,48,25
2023-07-28,LM-ATM-020,Pier 17,humid,None,64,48,33
2023-07-29,LM-ATM-001,Battery Park,humid,None,64,35,21
2023-07-29,LM-ATM-002,Wall Street,humid,None,107,24,13
2023-07-29,LM-ATM-003,Broad Street,humid,None,113,45,20
2023-07-29,LM-ATM-004,Fulton Center,humid,None,85,41,22
2023-07-29,LM-ATM-005,South Street Seaport,humid,None,81,67,35
2023-07-29,LM-ATM-006,Tribeca,humid,None,81,33,16
2023-07-29,LM-ATM-007,City Hall,humid,None,98,46,23
2023-07-29,LM-ATM-008,Chinatown,humid,None,82,47,23
2023-07-29,LM-ATM-009,Little Italy,humid,None,72,55,32
2023-07-29,LM-ATM-010,SoHo Broadway,humid,None,82,63,45
2023-07-29,LM-ATM-011,NoLiTa,humid,None,58,45,26
2023-07-29,LM-ATM-012,Canal Street,humid,None,95,52,32
2023-07-29,LM-ATM-013,World Trade Center,humid,None,107,36,22
2023-07-29,LM-ATM-014,Brookfield Place,humid,None,97,43,23
2023-07-29,LM-ATM-015,Bowling Green,humid,None,87,39,24
2023-07-29,LM-ATM-016,Staten Ferry Terminal,humid,None,71,55,30
2023-07-29,LM-ATM-017,Essex Market,humid,None,50,32,16
2023-07-29,LM-ATM-018,Houston Street,humid,None,72,46,31
2023-07-29,LM-ATM-019,Delancey Street,humid,None,66,39,22
2023-07-29,LM-ATM-020,Pier 17,humid,None,74,64,42
2023-07-30,LM-ATM-001,Battery Park,humid,None,74,52,26
2023-07-30,LM-ATM-002,Wall Street,humid,None,137,36,19
2023-07-30,LM-ATM-003,Broad Street,humid,None,103,38,17
2023-07-30,LM-ATM-004,Fulton Center,humid,None,103,48,25
2023-07-30,LM-ATM-005,South Street Seaport,humid,None,71,52,32
2023-07-30,LM-ATM-006,Tribeca,humid,None,91,46,18
2023-07-30,LM-ATM-007,City Hall,humid,None,96,40,23
2023-07-30,LM-ATM-008,Chinatown,humid,None,91,62,30
2023-07-30,LM-ATM-009,Little Italy,humid,None,79,57,30
2023-07-30,LM-ATM-010,SoHo Broadway,humid,None,92,88,49
2023-07-30,LM-ATM-011,NoLiTa,humid,None,76,57,30
2023-07-30,LM-ATM-012,Canal Street,humid,None,88,59,33
2023-07-30,LM-ATM-013,World Trade Center,humid,None,99,36,20
2023-07-30,LM-ATM-014,Brookfield Place,humid,None,116,54,27
2023-07-30,LM-ATM-015,Bowling Green,humid,None,93,48,23
2023-07-30,LM-ATM-016,Staten Ferry Terminal,humid,None,70,50,32
2023-07-30,LM-ATM-017,Essex Market,humid,None,87,47,27
2023-07-30,LM-ATM-018,Houston Street,humid,None,56,42,22
2023-07-30,LM-ATM-019,Delancey Street,humid,None,81,49,26
2023-07-30,LM-ATM-020,Pier 17,humid,None,75,62,41
2023-07-31,LM-ATM-001,Battery Park,cloudy,None,82,50,27
2023-07-31,LM-ATM-002,Wall Street,cloudy,None,167,36,17
2023-07-31,LM-ATM-003,Broad Street,cloudy,None,144,38,17
2023-07-31,LM-ATM-004,Fulton Center,cloudy,None,146,60,33
2023-07-31,LM-ATM-005,South Street Seaport,cloudy,None,97,61,39
2023-07-31,LM-ATM-006,Tribeca,cloudy,None,95,35,17
2023-07-31,LM-ATM-007,City Hall,cloudy,None,97,41,21
2023-07-31,LM-ATM-008,Chinatown,cloudy,None,101,39,30
2023-07-31,LM-ATM-009,Little Italy,cloudy,None,54,34,19
2023-07-31,LM-ATM-010,SoHo Broadway,cloudy,None,75,56,38
2023-07-31,LM-ATM-011,NoLiTa,cloudy,None,77,45,29
2023-07-31,LM-ATM-012,Canal Street,cloudy,None,90,46,31
2023-07-31,LM-ATM-013,World Trade Center,cloudy,None,117,42,25
2023-07-31,LM-ATM-014,Brookfield Place,cloudy,None,119,35,23
2023-07-31,LM-ATM-015,Bowling Green,cloudy,None,97,41,24
2023-07-31,LM-ATM-016,Staten Ferry Terminal,cloudy,None,86,52,34
2023-07-31,LM-ATM-017,Essex Market,cloudy,None,74,36,22
2023-07-31,LM-ATM-018,Houston Street,cloudy,None,90,60,34
2023-07-31,LM-ATM-019,Delancey Street,cloudy,None,78,47,23
2023-07-31,LM-ATM-020,Pier 17,cloudy,None,84,64,36
2023-08-01,LM-ATM-001,Battery Park,humid,None,66,40,23
2023-08-01,LM-ATM-002,Wall Street,humid,None,137,28,14
2023-08-01,LM-ATM-003,Broad Street,humid,None,137,45,19
2023-08-01,LM-ATM-004,Fulton Center,humid,None,131,59,33
2023-08-01,LM-ATM-005,South Street Seaport,humid,None,87,58,38
2023-08-01,LM-ATM-006,Tribeca,humid,None,88,32,15
2023-08-01,LM-ATM-007,City Hall,humid,None,98,32,18
2023-08-01,LM-ATM-008,Chinatown,humid,None,82,37,23
2023-08-01,LM-ATM-009,Little Italy,humid,None,66,48,28
2023-08-01,LM-ATM-010,SoHo Broadway,humid,None,91,58,40
2023-08-01,LM-ATM-011,NoLiTa,humid,None,59,34,19
2023-08-01,LM-ATM-012,Canal Street,humid,None,88,51,29
2023-08-01,LM-ATM-013,World Trade Center,humid,None,107,34,21
2023-08-01,LM-ATM-014,Brookfield Place,humid,None,115,42,25
2023-08-01,LM-ATM-015,Bowling Green,humid,None,109,44,26
2023-08-01,LM-ATM-016,Staten Ferry Terminal,humid,None,79,52,29
2023-08-01,LM-ATM-017,Essex Market,humid,None,72,33,19
2023-08-01,LM-ATM-018,Houston Street,humid,None,71,41,23
2023-08-01,LM-ATM-019,Delancey Street,humid,None,81,42,27
2023-08-01,LM-ATM-020,Pier 17,humid,None,72,54,34
2023-08-02,LM-ATM-001,Battery Park,humid,None,69,35,22
2023-08-02,LM-ATM-002,Wall Street,humid,None,147,35,17
2023-08-02,LM-ATM-003,Broad Street,humid,None,101,27,13
2023-08-02,LM-ATM-004,Fulton Center,humid,None,110,48,26
2023-08-02,LM-ATM-005,South Street Seaport,humid,None,69,47,29
2023-08-02,LM-ATM-006,Tribeca,humid,None,76,31,14
2023-08-02,LM-ATM-007,City Hall,humid,None,92,36,18
2023-08-02,LM-ATM-008,Chinatown,humid,None,103,52,31
2023-08-02,LM-ATM-009,Little Italy,humid,None,79,48,27
2023-08-02,LM-ATM-010,SoHo Broadway,humid,None,80,55,37
2023-08-02,LM-ATM-011,NoLiTa,humid,None,71,42,27
2023-08-02,LM-ATM-012,Canal Street,humid,None,87,42,29
